,Unnamed: 0,ann_id,ann_file_id,ann_file,argQ_id,claim_id,claim_text,claim_label,claim_first_carach_pos,claim_last_carach_pos,relation_ids,relation_types,premise_ids,premise_labels,premise_first_carach_pos,premise_last_carach_pos,premise_texts,SPECIFIC,PERSUASIVE,STRONG,OBJECTIVE,TEMPORALHISTORY,global_arg_id,valid,nbr_ATTACK,nbr_SUPPORT,nbr_PREMISE_Fact,nbr_PREMISE_Hypothesis,nbr_PREMISE_Other,nbr_PREMISE_RealExample,nbr_PREMISE_Statistic,nbr_tokens_per_premises_list,nbr_sentences_per_premises_list,nbr_sentences_per_claim,nbr_tokens_per_claim,year,quarter,nbr_premises,company_name,nbr_sentences_per_argument,nbr_tokens_per_argument,sum_nbr_tokens_per_premises_list,sum_nbr_sentences_per_premises_list,nbr_CLAIM-Opinion(view),nbr_CLAIM-Fact,nbr_CLAIM-Value,nbr_CLAIM-Other,nbr_CLAIM-Policy
436,436,7,MSFT_Q2_2019_17942_7,MSFT_Q2_2019_17942,ArgQ0,YAHyJpGIun,So I would say we are well equipped to deal with that complexity and the variability of what our customers want us to be helping them with.,CLAIM-Fact,1499,1638,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['3Dqh533PWr', 'IfQd7M49Nj']","['PREMISE-Fact', 'PREMISE-Fact']","['1217', '1639']","['1498', '1752']","[""But at the same time, you've got to remember, at Microsoft, we do have a lot of different business that we do with the customers, which may include some things like refreshes of their on-premise infrastructure all the way to some very high-ambition digital transformation projects."", ""And that's where a lot of the transformation we have done internally is helping us accelerate our Cloud business.""]",2,2,1,1,-1,MSFT_Q2_2019_17942_ArgQ0,1.0,0,2,2,0,0,0,0,"[52, 21]","[1, 1]",1,28,2019,Q2,2,MSFT,3,101,73,2,0,1,0,0,0
437,437,7,MSFT_Q2_2019_17942_7,MSFT_Q2_2019_17942,ArgQ1,ig551ZC0EQ,And I think the way we've seen this in the field is -- and our sales organization has been not unlike some of these Dynamics transactions or the Power platform transactions that require a fundamental understanding of business process and the changes you're trying to implement.,CLAIM-Fact,1763,2040,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['y8zkelEu_K', '02sp2f0U55']","['PREMISE-Fact', 'PREMISE-Fact']","['2041', '2086']","['2085', '2211']","['Those do naturally have longer sales cycles.', ""Azure has many of those same attributes at the higher end of the complexity and digital transformation Satya's talking about.""]",2,1,1,1,-1,MSFT_Q2_2019_17942_ArgQ1,1.0,0,2,2,0,0,0,0,"[8, 22]","[1, 1]",1,49,2019,Q2,2,MSFT,3,79,30,2,0,1,0,0,0
438,438,9,AMZN_Q1_2015_17310_9,AMZN_Q1_2015_17310,ArgQ0,yb-89Td-gL,"In terms of web services, it’s obviously growing extremely fast.",CLAIM-Fact,1469,1533,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['avbTlnPZ1v', 'qwHXwiXF3g']","['PREMISE-Fact', 'PREMISE-Fact']","['1534', '1597']","['1596', '1717']","['We saw some acceleration of growth from a revenue perspective.', 'Over the last few quarters here, usage is growing faster than that, so we will be deploying more capital as we go there.']",1,1,1,1,1,AMZN_Q1_2015_17310_ArgQ0,1.0,0,2,2,0,0,0,0,"[11, 26]","[1, 1]",1,14,2015,Q1,2,AMZN,3,51,37,2,0,1,0,0,0
439,439,7,AAPL_Q2_2018_18853_7,AAPL_Q2_2018_18853,ArgQ0,d1M-K1U2wm,I could not be prouder of the product.,CLAIM-Opinion(view),1846,1884,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['D6X-m_w_M8', 'F0xyS2w0lK', 'wI6Xmg97Re']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Statistic']","['1061', '1351', '1549']","['1350', '1548', '1651']","[""On iPhone X specifically, I think it's important to maybe emphasize again one of the things I mentioned in my opening comments, that customers chose iPhone X more than any other iPhone each and every week in the March quarter, just as they did following its launch in the December quarter."", ""Also, since we split the line with the launch of iPhone 6 and 6 Plus back in 2014, this is the first cycle that we've ever had where the top of the line iPhone model has also been the most popular."", 'And so with the customer set that Luca referenced as well, the 99%, the iPhone X is a beloved product.']",2,2,2,1,0,AAPL_Q2_2018_18853_ArgQ0,1.0,0,3,2,0,0,0,1,"[56, 45, 24]","[1, 1, 1]",1,9,2018,Q2,3,AAPL,4,134,125,3,1,0,0,0,0
440,440,7,FB_Q1_2016_17260_7,FB_Q1_2016_17260,ArgQ0,7Ts8WGzTgQ,"For Messenger and WhatsApp, our focus right now continues to be on growth and engagement.",CLAIM-Fact,838,927,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['CwbsiWH0IE', '-WptE9FjFn']","['PREMISE-Fact', 'PREMISE-Fact']","['928', '1050']","['1049', '1148']","['We are not rolling out any monetization products on WhatsApp right now, but we did start that process at F8 on Messenger.', ""And what we're doing is following the organic activity that's happening on the Messenger platform.""]",1,2,1,0,-1,FB_Q1_2016_17260_ArgQ0,1.0,0,2,2,0,0,0,0,"[24, 18]","[1, 1]",1,17,2016,Q1,2,FB,3,59,42,2,0,1,0,0,0
441,441,7,FB_Q1_2016_17260_7,FB_Q1_2016_17260,ArgQ1,OxwkosSrcp,"And we rolled out a platform beta, which gives new opportunities to build compelling experiences.",CLAIM-Fact,1259,1356,"['R2', 'R3']","['SUPPORT', 'SUPPORT']","['RaVA8BGvd7', 'z2zcGWLGZa']","['PREMISE-Fact', 'PREMISE-Fact']","['1357', '1463']","['1462', '1626']","['Bots, very early but giving the opportunity for more personal interactions between businesses and mobile.', 'The 10 received APIs (56:26), so that businesses could send immediate responses to common questions, including engaging images and call to action as well as texts.']",2,2,1,1,-1,FB_Q1_2016_17260_ArgQ1,1.0,0,2,2,0,0,0,0,"[17, 31]","[1, 1]",1,17,2016,Q1,2,FB,3,65,48,2,0,1,0,0,0
442,442,7,FB_Q1_2016_17260_7,FB_Q1_2016_17260,ArgQ2,VADXMHK1l4,"In terms of the timing, this is really early.",CLAIM-Fact,1627,1672,"['R4', 'R5']","['SUPPORT', 'SUPPORT']","['2II7iFfyak', 'ArXtHiqPlm']","['PREMISE-Fact', 'PREMISE-Fact']","['1673', '1759']","['1758', '1841']","['We have a lot of opportunity to invest in advertising across our different platforms.', 'And so we want to make sure we get this right as we focus on continued engagement.']",1,2,1,0,-1,FB_Q1_2016_17260_ArgQ2,1.0,0,2,2,0,0,0,0,"[15, 18]","[1, 1]",1,11,2016,Q1,2,FB,3,44,33,2,0,1,0,0,0
443,443,7,FB_Q4_2017_17655_7,FB_Q4_2017_17655,ArgQ0,WnzvUZnpMY,"So we would expect expense growth to ramp throughout the year, largely due to the factors that we've talked about on prior calls in terms of what's driving the overall acceleration.",CLAIM-Fact,3346,3527,"['R0', 'R1', 'R2', 'R3', 'R4']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['BvlNttF0zN', 'X_VL-zhjlq', 'NmNeUIr1mP', 'f4QnfMr4uA', 'jRwzceU7r_']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact']","['3528', '3584', '3691', '3759', '3824']","['3583', '3690', '3758', '3823', '3939']","[""There's the continued investment on the security front."", ""We talked about that in both Mark's comments and my comments and we're continuing to ramp that investment."", 'We are continuing to invest to support the video strategy on Watch.', 'So we would expect that content investment to continue and ramp.', ""And then finally we're continuing to invest in the long-term initiatives in areas like AR, VR, AI and connectivity.""]",2,2,2,0,-1,FB_Q4_2017_17655_ArgQ0,1.0,0,5,5,0,0,0,0,"[10, 21, 13, 12, 23]","[1, 1, 1, 1, 1]",1,35,2017,Q4,5,FB,6,114,79,5,0,1,0,0,0
444,444,7,FB_Q4_2017_17655_7,FB_Q4_2017_17655,ArgQ1,mHrP0hlps2,So the thing that we're going to be measuring is basically the number of interactions that people have on the platform and off because of what they're seeing that they report to us is as meaningful.,CLAIM-Fact,1472,1670,"['R5', 'R6']","['SUPPORT', 'SUPPORT']","['nzi3SoDADC', 'J57DuLjaPw']","['PREMISE-Fact', 'PREMISE-Fact']","['1039', '1245']","['1244', '1471']","[""So the product directive that I've given to all of our teams is to shift from focusing on showing the most meaningful content to people to instead to now encouraging the most meaningful social interaction."", 'So that will first take hold as the series of News Feed changes, but over time there are going to be new products that we build new interfaces that the team is designed with the goal of encouraging interactions between people.']",1,1,1,1,-1,FB_Q4_2017_17655_ArgQ1,1.0,0,2,2,0,0,0,0,"[37, 43]","[1, 1]",1,39,2017,Q4,2,FB,3,119,80,2,0,1,0,0,0
445,445,7,FB_Q4_2017_17655_7,FB_Q4_2017_17655,ArgQ2,4W1HP_x-l-,I think that there's this myth that we design News Feed in order to just optimize for time or for likes or comments or some signals like that.,CLAIM-Opinion(view),1771,1913,['R7'],['SUPPORT'],['QXjkASHQHN'],['PREMISE-Fact'],['1914'],['2299'],"[""The reality is the way we've done this for years is we've had a panel, a survey of thousands of people who basically we asked what the most meaningful content is that they had seen on the platform or that they've seen off the platform and we design our systems in order to be able to get to that ground truth of what people – real people are telling us is that high quality experience.""]",1,2,1,0,-1,FB_Q4_2017_17655_ArgQ2,1.0,0,1,1,0,0,0,0,[80],[1],1,30,2017,Q4,1,FB,2,110,80,1,1,0,0,0,0
446,446,7,FB_Q4_2017_17655_7,FB_Q4_2017_17655,ArgQ3,r-9sJRu1O9,We're not just on Facebook.,CLAIM-Fact,2545,2572,"['R8', 'R9']","['SUPPORT', 'SUPPORT']","['WQAOO2LXkO', 'vjru6cEZSs']","['PREMISE-Fact', 'PREMISE-Fact']","['2573', '2635']","['2634', '2827']","['It could be a message that you have on Messenger or Whatsapp.', ""But it could also be that you see something on Facebook and have a conversation about that in the world with someone who's meaningful to you and the next to me that we need to understand that.""]",0,1,1,0,-1,FB_Q4_2017_17655_ArgQ3,1.0,0,2,2,0,0,0,0,"[13, 39]","[1, 1]",1,7,2017,Q4,2,FB,3,59,52,2,0,1,0,0,0
447,447,7,MSFT_Q3_2019_17946_7,MSFT_Q3_2019_17946,ArgQ0,0dYWZD6OiQ,The primary benefit was the two things I just talked about.,CLAIM-Fact,1129,1188,['R0'],['SUPPORT'],['78AkT1VHie'],['PREMISE-Fact'],['1189'],['1264'],"[""End of support obviously we've got SQL in July and then Windows in January.""]",1,2,1,1,2,MSFT_Q3_2019_17946_ArgQ0,1.0,0,1,1,0,0,0,0,[16],[1],1,12,2019,Q3,1,MSFT,2,28,16,1,0,1,0,0,0
448,448,7,FB_Q3_2016_17273_7,FB_Q3_2016_17273,ArgQ0,CMvFP7OTx7,We're pleased with the growth in time spent per DAU that we're seeing across the Facebook family of apps.,CLAIM-Opinion(view),668,773,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['bp6kaExArt', 'jjq-uY-LuW']","['PREMISE-Fact', 'PREMISE-Fact']","['774', '880']","['878', '1025']","['And that includes the Facebook mobile app, where we saw good year-over-year growth in time spent per DAU', 'Their video is making a big contribution to time spent growth, but we are not providing a specific stat on time spent growth on an ongoing basis.']",1,2,1,0,3,FB_Q3_2016_17273_ArgQ0,1.0,0,2,2,0,0,0,0,"[19, 29]","[1, 1]",1,22,2016,Q3,2,FB,3,70,48,2,1,0,0,0,0
449,449,5,MSFT_Q3_2015_17141_5,MSFT_Q3_2015_17141,ArgQ0,aVbc4kNw1s,"Yeah, and also it sort of comes in interesting ways because one of the things IT, as you know, it’s not about sort of replacing what you have, it’s always augmenting what you have.",CLAIM-Opinion(view),3003,3183,"['R0', 'R1', 'R2']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['6UBmWfQPag', 'z3YLt9r1xe', 'hNk8ZlDCTs']","['PREMISE-RealExample', 'PREMISE-RealExample', 'PREMISE-RealExample']","['3184', '3335', '3515']","['3334', '3445', '3699']","['A very classic scenario would be I’ll take a SQL database application, bring it to the Cloud and then build a new mobile back end using the same data.', 'So reuse of code, reuse of data, so you would use some amount if iOS infrastructure and then past consumption.', 'In fact, our own IT Systems, take what we have done with our HR and our financial systems and some of those things as they move to the Cloud, we bring some existing and then add to it.']",2,2,2,1,-1,MSFT_Q3_2015_17141_ArgQ0,1.0,0,3,0,0,0,3,0,"[33, 23, 42]","[1, 1, 1]",1,43,2015,Q3,3,MSFT,4,141,98,3,1,0,0,0,0
450,450,5,MSFT_Q3_2015_17141_5,MSFT_Q3_2015_17141,ArgQ1,zCMZdJpsF5,"In fact as I said, a lot of the Azure use case, I think you referenced this, have been non-zero-sum",CLAIM-Opinion(view),820,919,"['R3', 'R4', 'R5', 'R6', 'R7']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['vZbm9dFEpd', 'uiC9SoyKKu', 'r8qFEgNzqT', 'bgt6Ek6YTk', 'q7Adr2dM7-']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-RealExample', 'PREMISE-RealExample', 'PREMISE-Statistic']","['920', '1030', '1181', '1225', '1290']","['1029', '1180', '1224', '1289', '1367']","['because our people started building their mobile back end, web back end using Big Data not workloads we have.', 'I look at sort of everyday usage growth, even if they’re creating a web workload it’s for a very different type of web back end and a mobile back end.', 'And the same thing with advanced analytics.', 'I even look at the growth of virtual machine instances on Azure.', 'We not only see Windows Server obviously but we see 20%-plus of Linux growth.']",2,2,2,1,-1,MSFT_Q3_2015_17141_ArgQ1,1.0,0,5,2,0,0,2,1,"[21, 36, 8, 13, 17]","[1, 1, 1, 1, 1]",1,23,2015,Q3,5,MSFT,6,118,95,5,1,0,0,0,0
451,451,5,MSFT_Q3_2015_17141_5,MSFT_Q3_2015_17141,ArgQ2,P7WwFk1C1N,Even in Office 365 it’s not just one-for-one shift.,CLAIM-Fact,1622,1673,['R8'],['SUPPORT'],['P0xvmEeLBo'],['PREMISE-Hypothesis'],['1674'],['1837'],['Of course if you are – were using as a large enterprise Exchange and you moved to Office 365 you moved to using Exchange Online; same thing is true for SharePoint.'],1,1,1,1,-1,MSFT_Q3_2015_17141_ArgQ2,1.0,0,1,0,1,0,0,0,[33],[1],1,12,2015,Q3,1,MSFT,2,45,33,1,0,1,0,0,0
452,452,5,MSFT_Q3_2015_17141_5,MSFT_Q3_2015_17141,ArgQ3,F7DBQAXu5n,And so we are seeing increasing usage of that.,CLAIM-Fact,2039,2085,['R9'],['SUPPORT'],['a7j49XAu86'],['PREMISE-Fact'],['1838'],['2038'],"['But again take all the other things I described, power BI , Dell and the list goes on, take eDiscovery; even for the largest of enterprise these were things that had low penetration or low deployment.']",1,1,1,1,-1,MSFT_Q3_2015_17141_ArgQ3,1.0,0,1,1,0,0,0,0,[40],[1],1,10,2015,Q3,1,MSFT,2,50,40,1,0,1,0,0,0
453,453,5,MSFT_Q3_2015_17141_5,MSFT_Q3_2015_17141,ArgQ4,99pBr1dPBN,Same thing with our Dynamics business.,CLAIM-Fact,2086,2124,"['R10', 'R11', 'R12']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['1tgTevUlUF', 'iaFR-D6OhT', 'CVwN5xTiN2']","['PREMISE-RealExample', 'PREMISE-Fact', 'PREMISE-Fact']","['2125', '2163', '2213']","['2162', '2212', '2347']","['EMS , it’s completely a new category.', 'We never had that kind of a management footprint.', 'We now have the ability to have one control plane for IT for all the devices, identity management, device management, data protection.']",2,2,2,1,-1,MSFT_Q3_2015_17141_ArgQ4,1.0,0,3,2,0,0,1,0,"[10, 10, 26]","[1, 1, 1]",1,7,2015,Q3,3,MSFT,4,53,46,3,0,1,0,0,0
454,454,7,AMZN_Q3_2018_18399_7,AMZN_Q3_2018_18399,ArgQ0,zgrolJrq9G,"So we're still very pleased again with the international business, continue to invest in Prime benefits, international expansion as I just mentioned, and we're still seeing very good pickup.",CLAIM-Opinion(view),1022,1212,['R0'],['SUPPORT'],['Fr-H_o1Ggc'],['PREMISE-Statistic'],['917'],['1021'],['But I also point out that we launched Turkey in the quarter and now we have 17 Amazon websites globally.'],2,1,1,1,3,AMZN_Q3_2018_18399_ArgQ0,1.0,0,1,0,0,0,0,1,[21],[1],1,35,2018,Q3,1,AMZN,2,56,21,1,1,0,0,0,0
455,455,7,AMZN_Q3_2018_18399_7,AMZN_Q3_2018_18399,ArgQ1,m2vJuf0bEO,"India, although Diwali moved into Q4, so far that's going really well.",CLAIM-Fact,1333,1403,"['R1', 'R2', 'R3']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['ZFy8by8Db4', 'iZ27sqFtj9', 'WIeDtEKlC1']","['PREMISE-Fact', 'PREMISE-Statistic', 'PREMISE-Fact']","['1404', '1446', '1566']","['1445', '1502', '1667']","[""We've seen great response from customers."", ""We've had 60% growth in new customers during the period."", ""So, great first wave of the, what we call the Amazon's Great Indian Festival, which lead into Diwali.""]",2,2,2,1,-1,AMZN_Q3_2018_18399_ArgQ1,1.0,0,3,2,0,0,0,1,"[8, 13, 23]","[1, 1, 1]",1,16,2018,Q3,3,AMZN,4,60,44,3,0,1,0,0,0
456,456,7,AMZN_Q3_2018_18399_7,AMZN_Q3_2018_18399,ArgQ2,o2JY2Vf9Bt,"On a year-over-year basis, I think you have to look at two things.",CLAIM-Opinion(view),487,553,"['R4', 'R5', 'R6', 'R7', 'R8']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['RPgEdt5q7K', 'JSrKV1rAzA', 'v4NDVgDWyn', '6e3CHmtVk3', 'DqfOJndCAI']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Other']","['554', '600', '682', '744', '797']","['599', '681', '743', '796', '830']","['We did the Souq acquisition last year in May.', ""So the full pickup on that year-over-year was in 2017 and now we're lapping that."", ""There's also material change in the Diwali calendar in India."", 'About half of our Diwali sales last year were in Q3.', ""This year they'll be fully in Q4.""]",2,2,2,1,1,AMZN_Q3_2018_18399_ArgQ2,1.0,0,5,4,0,1,0,0,"[10, 17, 12, 12, 9]","[1, 1, 1, 1, 1]",1,15,2018,Q3,5,AMZN,6,75,60,5,1,0,0,0,0
457,457,6,MSFT_Q4_2017_17871_6,MSFT_Q4_2017_17871,ArgQ0,DneWHOhMzr,"Overall, when you think about COGS and the pacing, the depreciation rates of our servers don't change.",CLAIM-Fact,768,870,"['R0', 'R1']","['SUPPORT', 'SUPPORT']","['PVtRHf5T1n', 'Mym2Yo-gkI']","['PREMISE-Fact', 'PREMISE-Fact']","['871', '997']","['996', '1049']","['It’s generally over a three-year period and there is other pieces of equipment that have a longer, shorter depreciation life.', ""So that piece of depreciation doesn't change per se.""]",2,1,1,1,-1,MSFT_Q4_2017_17871_ArgQ0,1.0,0,2,2,0,0,0,0,"[24, 11]","[1, 1]",1,21,2017,Q4,2,MSFT,3,56,35,2,0,1,0,0,0
458,458,6,MSFT_Q4_2017_17871_6,MSFT_Q4_2017_17871,ArgQ1,2o_uGlB0uD,"If you're looking to see how we see demand, obviously this quarter in Q4, we felt very good about cloud demand across all three services, but in particular with Azure.",CLAIM-Opinion(view),1050,1217,"['R2', 'R3', 'R4']","['SUPPORT', 'SUPPORT', 'SUPPORT']","['V1rIsiHTAK', 'mV8KvJyB8R', 'knl3kHWstj']","['PREMISE-Other', 'PREMISE-Other', 'PREMISE-Other']","['1218', '1313', '1485']","['1312', '1484', '1683']","['I feel confident in our ability to produce gross margin improvement across all those services.', 'I feel confident in our ability to continue to make progress on our overall commercial cloud gross margin growth, and I am encouraged by the demand signals we are getting.', ""All of those things I think, it’s not really about the pace, it is much about the progress and demand and meeting those things as closely as we can and I feel really good about the team's execution.""]",2,1,1,0,-1,MSFT_Q4_2017_17871_ArgQ1,1.0,0,3,0,0,3,0,0,"[16, 32, 44]","[1, 1, 1]",1,35,2017,Q4,3,MSFT,4,127,92,3,1,0,0,0,0
459,459,7,AMZN_Q1_2019_18424_7,AMZN_Q1_2019_18424,ArgQ0,hRYqs-2J-A,"So again, we're very happy with both the Prime adoption of the - or the recognition of the Prime benefits by - at Whole Foods, and also the purchases.",CLAIM-Opinion(view),1313,1463,"['R0', 'R1', 'R2', 'R4']","['SUPPORT', 'SUPPORT', 'SUPPORT', 'SUPPORT']","['Lo5S7H7B1y', 'kh0GU-kR5l', 'If01Zxqvm3', 't_CbNYbKC8']","['PREMISE-Fact', 'PREMISE-Fact', 'PREMISE-Statistic', 'PREMISE-Fact']","['814', '1093', '1144', '1464']","['1092', '1143', '1312', '1620']","[""So we're very - excuse me, the other point I'll make is just like last quarter, I'll remind you that the physical stores revenue is principally Whole Foods revenue, but it excludes the online ordering component where people order on the Prime Now app and it's delivered to them."", 'That shows up in our online stores classification.', ""So last quarter, I told you that our growth in store sales, including both shopping and also online deliveries, was closer to 6% in Q4, and it's a similar number in Q1."", 'And you may have also noticed that we lowered prices for the third major round of price cuts, since we joined forces with Whole Foods in the summer of 2017.']",2,2,2,1,2,AMZN_Q1_2019_18424_ArgQ0,1.0,0,4,3,0,0,0,1,"[57, 9, 39, 32]","[1, 1, 1, 1]",1,33,2019,Q1,4,AMZN,5,170,137,4,1,0,0,0,0
